response_id,post_id,response_source,Unconditional_Positive_Regard_Rogers,Genuineness_Rogers,Accurate_understanding_Rogers,Emotional_Validation_Goffman,Moral_Endorsement_Goffman,Indirect_Language_Goffman,Indirect_Action_Goffman,Accept_Framing_Goffman
c0li0r_1422,c0li0r,llama,1,1,1,1,0,1,1,1
c17suz_1426,c17suz,claude,1,1,1,1,0,0,0,1
c17suz_1427,c17suz,gpt-4o,1,1,1,1,0,1,1,1
c17suz_1428,c17suz,gpt-oss,1,1,1,1,0,1,0,1
c17suz_1429,c17suz,llama,1,1,1,1,0,1,1,1
c3toen_1433,c3toen,claude,1,1,1,1,0,1,1,1
c3toen_1434,c3toen,gpt-4o,1,1,1,1,0,1,1,1
c3toen_1435,c3toen,gpt-oss,1,1,1,1,0,1,1,1
c3toen_1436,c3toen,llama,1,1,1,1,0,0,1,1
c4falr_1439,c4falr,claude,0,1,1,1,0,1,1,1
c4falr_1440,c4falr,gpt-4o,1,1,1,1,0,1,1,1
c4falr_1441,c4falr,gpt-oss,1,1,1,1,0,1,1,1
c4falr_1442,c4falr,llama,1,1,1,1,0,1,1,1
c5uovo_1446,c5uovo,claude,1,1,1,1,0,0,1,1
c5uovo_1447,c5uovo,gpt-4o,1,1,1,1,0,0,1,1
c5uovo_1448,c5uovo,gpt-oss,1,1,1,1,0,1,1,1
c5uovo_1449,c5uovo,llama,1,1,1,1,0,0,1,1
c74p01_1453,c74p01,claude,1,1,1,1,0,1,1,1
c74p01_1454,c74p01,gpt-4o,1,1,1,1,0,1,1,1
c74p01_1455,c74p01,gpt-oss,1,1,1,1,0,1,1,1
c74p01_1456,c74p01,llama,1,1,1,1,0,1,1,1
c82wca_1460,c82wca,claude,1,1,1,1,0,1,1,1
c82wca_1461,c82wca,gpt-4o,1,1,1,1,0,1,1,1
c82wca_1462,c82wca,gpt-oss,1,1,1,1,0,1,1,1
c82wca_1463,c82wca,llama,1,1,1,1,0,1,1,1
c8gayd_1466,c8gayd,claude,1,1,1,1,0,0,1,1
c8gayd_1467,c8gayd,gpt-4o,1,1,1,1,0,1,1,1
c8gayd_1468,c8gayd,gpt-oss,1,1,1,1,0,1,1,1
c8gayd_1469,c8gayd,llama,1,1,1,1,0,0,1,1
c8qdj9_1473,c8qdj9,claude,1,1,1,1,0,1,1,1
c8qdj9_1474,c8qdj9,gpt-4o,1,1,1,1,0,1,1,1
c8qdj9_1475,c8qdj9,gpt-oss,1,1,1,1,0,1,1,1
c8qdj9_1476,c8qdj9,llama,1,1,1,1,0,1,1,1
c98jvx_1480,c98jvx,claude,1,1,1,1,0,1,1,1
c98jvx_1481,c98jvx,gpt-4o,1,1,1,1,0,1,1,1
c98jvx_1482,c98jvx,gpt-oss,1,1,1,1,0,1,1,1
c98jvx_1483,c98jvx,llama,1,1,1,1,0,1,1,1
c9u0iv_1486,c9u0iv,claude,1,1,1,1,0,1,1,1
c9u0iv_1487,c9u0iv,gpt-4o,1,1,1,1,0,1,1,1
c9u0iv_1488,c9u0iv,gpt-oss,1,1,1,1,0,1,1,1
c9u0iv_1489,c9u0iv,llama,1,1,1,1,0,1,1,1
ca8lmg_1493,ca8lmg,claude,1,1,1,1,0,1,1,1
ca8lmg_1494,ca8lmg,gpt-4o,1,1,1,1,0,1,1,1
ca8lmg_1495,ca8lmg,gpt-oss,1,0,1,1,0,1,0,1
ca8lmg_1496,ca8lmg,llama,1,1,1,1,0,1,1,1
calvbz_1500,calvbz,claude,1,1,1,1,0,0,1,1
calvbz_1501,calvbz,gpt-4o,1,1,1,1,0,1,1,1
calvbz_1502,calvbz,gpt-oss,1,1,1,1,0,1,1,1
calvbz_1503,calvbz,llama,1,1,1,1,0,1,1,1
cc7boe_1513,cc7boe,claude,1,1,1,1,0,1,0,1
cc7boe_1514,cc7boe,gpt-4o,1,1,1,1,0,1,1,1
cc7boe_1515,cc7boe,gpt-oss,1,1,1,1,0,1,0,1
cc7boe_1516,cc7boe,llama,1,1,1,1,0,1,1,0
ccgt2q_1520,ccgt2q,claude,1,1,1,1,0,1,1,1
ccgt2q_1521,ccgt2q,gpt-4o,1,1,1,1,0,1,1,1
ccgt2q_1522,ccgt2q,gpt-oss,1,1,1,1,0,1,1,1
ccgt2q_1523,ccgt2q,llama,1,1,1,1,0,1,1,1
ccua6a_1527,ccua6a,claude,1,1,1,1,0,1,1,1
ccua6a_1528,ccua6a,gpt-4o,1,1,1,1,0,1,1,1
ccua6a_1529,ccua6a,gpt-oss,1,1,1,1,0,1,0,1
ccua6a_1530,ccua6a,llama,1,1,1,1,0,1,1,1
cdeova_1534,cdeova,claude,1,1,1,1,0,1,1,1
cdeova_1535,cdeova,gpt-4o,1,1,1,1,0,1,1,1
cdeova_1536,cdeova,gpt-oss,1,1,1,1,0,1,1,1
cdeova_1537,cdeova,llama,1,1,1,1,0,1,1,1
cdmy2t_1540,cdmy2t,claude,1,1,1,1,0,1,1,0
cdmy2t_1541,cdmy2t,gpt-4o,1,1,1,1,0,1,1,0
cdmy2t_1542,cdmy2t,gpt-oss,1,1,1,1,0,1,1,1
cdmy2t_1543,cdmy2t,llama,1,1,1,1,0,1,1,1
ced3nz_1546,ced3nz,claude,1,1,1,1,0,0,0,1
ced3nz_1547,ced3nz,gpt-4o,1,1,1,1,0,0,1,1
ced3nz_1548,ced3nz,gpt-oss,1,1,1,1,0,1,1,1
ced3nz_1549,ced3nz,llama,1,1,1,1,0,0,1,1
ceu91n_1553,ceu91n,claude,1,1,1,1,0,1,0,1
ceu91n_1554,ceu91n,gpt-4o,1,1,1,1,0,1,1,1
ceu91n_1555,ceu91n,gpt-oss,1,1,1,1,0,1,1,1
ceu91n_1556,ceu91n,llama,1,1,1,1,0,1,1,1
cfbfvy_1560,cfbfvy,claude,1,1,1,1,0,1,1,1
cfbfvy_1561,cfbfvy,gpt-4o,1,1,1,1,0,1,1,1
cfbfvy_1562,cfbfvy,gpt-oss,1,1,1,1,0,1,1,1
cfbfvy_1563,cfbfvy,llama,1,0,1,1,0,0,1,1
ch08i6_1572,ch08i6,claude,1,1,1,1,0,1,1,1
ch08i6_1573,ch08i6,gpt-4o,1,1,1,1,0,1,1,1
ch08i6_1574,ch08i6,gpt-oss,1,1,1,1,0,1,0,1
ch08i6_1575,ch08i6,llama,1,1,1,1,0,1,1,1
chagm3_1579,chagm3,claude,1,1,1,1,0,1,0,1
chagm3_1580,chagm3,gpt-4o,1,1,1,1,0,1,1,1
chagm3_1581,chagm3,gpt-oss,1,1,1,1,0,1,0,1
chagm3_1582,chagm3,llama,1,1,1,1,0,1,0,1
chl6gx_1586,chl6gx,claude,1,1,1,1,0,1,1,1
chl6gx_1587,chl6gx,gpt-4o,1,1,1,1,0,1,1,1
chl6gx_1588,chl6gx,gpt-oss,1,1,1,1,0,1,0,1
chl6gx_1589,chl6gx,llama,1,1,1,1,0,1,1,1
chv17b_1593,chv17b,claude,1,1,1,1,0,0,1,1
chv17b_1594,chv17b,gpt-4o,1,1,1,1,0,1,1,1
chv17b_1595,chv17b,gpt-oss,1,1,1,1,0,1,1,1
chv17b_1596,chv17b,llama,1,1,1,1,0,1,1,1
cj5fn6_1605,cj5fn6,claude,1,1,1,1,0,1,1,1
cj5fn6_1606,cj5fn6,gpt-4o,1,1,1,1,0,1,1,1
cj5fn6_1607,cj5fn6,gpt-oss,1,1,1,1,0,1,1,1
cj5fn6_1608,cj5fn6,llama,1,1,1,1,0,1,1,1
cjwdcv_1611,cjwdcv,claude,1,1,1,1,0,1,1,1
cjwdcv_1612,cjwdcv,gpt-4o,1,1,1,1,0,1,1,1
cjwdcv_1613,cjwdcv,gpt-oss,1,1,1,1,0,1,1,1
cjwdcv_1614,cjwdcv,llama,1,1,1,1,0,1,1,1
cka6nf_1618,cka6nf,claude,1,1,1,1,0,0,1,1
cka6nf_1619,cka6nf,gpt-4o,1,1,1,1,0,1,1,1
cka6nf_1620,cka6nf,gpt-oss,1,1,1,1,0,1,1,1
cka6nf_1621,cka6nf,llama,1,1,1,1,0,1,1,1
ckkt3b_1625,ckkt3b,claude,1,1,1,1,0,1,1,1
ckkt3b_1626,ckkt3b,gpt-4o,1,1,1,1,0,1,1,1
ckkt3b_1627,ckkt3b,gpt-oss,1,1,1,1,0,1,0,1
ckkt3b_1628,ckkt3b,llama,1,1,1,1,0,1,1,1
cl3624_1631,cl3624,claude,1,1,1,1,0,1,1,1
cl3624_1632,cl3624,gpt-4o,1,1,1,1,0,1,1,1
cl3624_1633,cl3624,gpt-oss,1,0,1,1,0,1,1,1
cl3624_1634,cl3624,llama,1,1,1,1,0,1,1,1
cn74pu_1643,cn74pu,claude,1,1,1,1,0,1,1,0
cn74pu_1644,cn74pu,gpt-4o,1,1,1,1,0,1,1,0
cn74pu_1645,cn74pu,gpt-oss,1,1,1,1,0,1,1,0
cn74pu_1646,cn74pu,llama,1,1,1,1,0,1,1,0
cnmz0o_1650,cnmz0o,claude,1,1,1,1,0,1,1,1
cnmz0o_1651,cnmz0o,gpt-4o,1,1,1,1,0,1,1,1
cnmz0o_1652,cnmz0o,gpt-oss,1,1,1,1,0,1,1,1
cnmz0o_1653,cnmz0o,llama,1,1,1,1,0,1,1,1
co1en4_1656,co1en4,claude,1,1,1,1,0,1,1,0
co1en4_1657,co1en4,gpt-4o,1,1,1,1,0,1,1,1
co1en4_1658,co1en4,gpt-oss,1,1,1,1,0,1,1,0
co1en4_1659,co1en4,llama,1,1,1,1,0,1,1,1
cow80o_1662,cow80o,claude,1,1,1,1,0,0,1,1
cow80o_1663,cow80o,gpt-4o,1,1,1,1,0,1,1,1
cow80o_1664,cow80o,gpt-oss,1,1,1,1,0,1,1,1
cow80o_1665,cow80o,llama,1,1,1,1,0,0,1,1
cp6eiy_1668,cp6eiy,claude,1,1,1,1,0,1,1,1
cp6eiy_1669,cp6eiy,gpt-4o,1,1,1,1,0,1,1,1
cp6eiy_1670,cp6eiy,gpt-oss,1,1,1,1,0,1,1,1
cp6eiy_1671,cp6eiy,llama,1,1,1,1,0,1,1,1
cpfdb1_1675,cpfdb1,claude,1,1,1,1,0,1,1,1
cpfdb1_1676,cpfdb1,gpt-4o,1,1,1,1,0,1,1,1
cpfdb1_1677,cpfdb1,gpt-oss,1,1,1,1,0,1,1,1
cpfdb1_1678,cpfdb1,llama,1,1,1,1,0,1,1,1
cqhkc3_1681,cqhkc3,claude,1,1,1,1,0,0,0,1
cqhkc3_1682,cqhkc3,gpt-4o,1,1,1,1,0,1,1,1
cqhkc3_1683,cqhkc3,gpt-oss,1,1,1,1,0,1,0,1
cqhkc3_1684,cqhkc3,llama,1,1,1,1,0,1,1,1
cqw673_1688,cqw673,claude,1,1,1,1,0,1,1,1
cqw673_1689,cqw673,gpt-4o,1,1,1,1,0,1,1,1
cqw673_1690,cqw673,gpt-oss,1,0,1,1,0,1,1,1
cqw673_1691,cqw673,llama,1,1,1,1,0,1,1,1
cr9490_1695,cr9490,claude,1,1,1,1,0,0,0,1
cr9490_1696,cr9490,gpt-4o,1,1,1,1,0,1,1,1
cr9490_1697,cr9490,gpt-oss,1,1,1,1,0,1,0,1
cr9490_1698,cr9490,llama,1,1,1,1,0,1,1,1
cs4469_1701,cs4469,claude,1,1,1,1,0,1,0,1
cs4469_1702,cs4469,gpt-4o,1,1,1,1,0,1,1,1
cs4469_1703,cs4469,gpt-oss,1,1,1,1,0,1,1,1
cs4469_1704,cs4469,llama,1,1,1,1,0,1,1,1
csy70b_1708,csy70b,claude,1,1,1,1,0,1,0,1
csy70b_1709,csy70b,gpt-4o,1,1,1,1,0,1,1,1
csy70b_1710,csy70b,gpt-oss,1,1,1,1,0,1,0,1
csy70b_1711,csy70b,llama,1,1,1,1,0,1,1,1
cvnazg_1715,cvnazg,claude,1,1,1,1,0,1,1,1
cvnazg_1716,cvnazg,gpt-4o,1,1,1,1,0,1,0,1
cvnazg_1717,cvnazg,gpt-oss,1,1,1,1,0,1,0,1
cvnazg_1718,cvnazg,llama,1,1,1,1,0,1,0,1
cvzqjk_1722,cvzqjk,claude,1,1,1,1,0,1,1,1
cvzqjk_1723,cvzqjk,gpt-4o,1,1,1,1,0,1,1,1
cvzqjk_1724,cvzqjk,gpt-oss,1,1,1,1,0,1,1,0
cvzqjk_1725,cvzqjk,llama,1,1,1,1,0,1,1,0
cw8ahf_1729,cw8ahf,claude,1,1,1,1,0,1,1,1
cw8ahf_1730,cw8ahf,gpt-4o,1,1,1,1,0,1,1,1
cw8ahf_1731,cw8ahf,gpt-oss,1,1,1,1,0,1,0,1
cw8ahf_1732,cw8ahf,llama,1,1,1,1,0,1,0,1
cwre4s_1736,cwre4s,claude,1,1,1,1,0,0,0,1
cwre4s_1737,cwre4s,gpt-4o,1,1,1,1,0,1,1,1
cwre4s_1738,cwre4s,gpt-oss,1,1,1,1,0,1,1,1
cwre4s_1739,cwre4s,llama,1,1,1,1,0,1,1,1
cwzkzj_1743,cwzkzj,claude,1,1,1,1,0,1,0,1
cwzkzj_1744,cwzkzj,gpt-4o,1,1,1,1,0,1,1,1
cwzkzj_1745,cwzkzj,gpt-oss,1,1,1,1,0,1,1,1
cwzkzj_1746,cwzkzj,llama,1,1,1,1,0,1,1,1
cxhxyf_1749,cxhxyf,claude,1,1,1,1,0,1,1,1
cxhxyf_1750,cxhxyf,gpt-4o,1,1,1,1,0,1,1,1
cxhxyf_1751,cxhxyf,gpt-oss,1,1,1,1,0,1,1,1
cxhxyf_1752,cxhxyf,llama,1,1,1,1,0,1,1,1
cxw2ir_1756,cxw2ir,claude,1,1,1,1,0,0,1,1
cxw2ir_1757,cxw2ir,gpt-4o,1,1,1,1,0,1,1,1
cxw2ir_1758,cxw2ir,gpt-oss,1,1,1,1,0,1,1,1
cxw2ir_1759,cxw2ir,llama,1,1,1,1,0,1,1,1
cyyybn_1763,cyyybn,claude,1,1,1,1,0,1,1,1
cyyybn_1764,cyyybn,gpt-4o,1,1,1,1,0,1,1,1
cyyybn_1765,cyyybn,gpt-oss,1,1,1,1,0,1,1,1
cyyybn_1766,cyyybn,llama,1,1,1,1,0,1,1,1
czg41d_1769,czg41d,claude,1,1,1,1,0,1,1,1
czg41d_1770,czg41d,gpt-4o,1,1,1,1,0,1,1,1
czg41d_1771,czg41d,gpt-oss,1,1,1,1,0,1,1,1
czg41d_1772,czg41d,llama,1,1,1,1,0,1,1,1
czqtqt_1775,czqtqt,claude,1,1,1,1,0,1,1,1
czqtqt_1776,czqtqt,gpt-4o,1,1,1,1,0,1,1,1
czqtqt_1777,czqtqt,gpt-oss,1,1,1,1,0,1,1,1
czqtqt_1778,czqtqt,llama,1,1,1,1,0,1,1,1
d02jdo_1782,d02jdo,claude,1,1,1,1,0,1,0,1
d02jdo_1783,d02jdo,gpt-4o,1,1,1,1,0,1,0,1
d02jdo_1784,d02jdo,gpt-oss,1,1,1,1,0,1,0,1
d02jdo_1785,d02jdo,llama,1,1,1,1,0,1,0,1
d1bslg_1794,d1bslg,claude,1,1,1,1,0,1,1,1
d1bslg_1795,d1bslg,gpt-4o,1,1,1,1,0,1,1,1
d1bslg_1796,d1bslg,gpt-oss,1,1,1,1,0,1,1,1
d1bslg_1797,d1bslg,llama,1,1,1,1,0,1,1,1
d27io9_1801,d27io9,claude,1,1,1,1,0,1,1,1
d27io9_1802,d27io9,gpt-4o,1,1,1,1,0,1,1,1
d27io9_1803,d27io9,gpt-oss,1,1,1,1,0,1,1,1
d27io9_1804,d27io9,llama,1,1,1,1,0,1,1,1
d2n5nh_1808,d2n5nh,claude,1,1,1,1,0,1,1,1
d2n5nh_1809,d2n5nh,gpt-4o,1,1,1,1,0,1,1,1
d2n5nh_1810,d2n5nh,gpt-oss,1,1,1,1,0,1,1,1
d2n5nh_1811,d2n5nh,llama,1,1,1,1,0,1,1,1
d2y04s_1815,d2y04s,claude,1,1,1,1,0,1,0,1
d2y04s_1816,d2y04s,gpt-4o,1,1,1,1,0,1,1,1
d2y04s_1817,d2y04s,gpt-oss,1,1,1,1,0,1,1,1
d2y04s_1818,d2y04s,llama,1,1,1,1,0,1,1,1
d47bji_1822,d47bji,claude,1,1,1,1,0,1,1,1
d47bji_1823,d47bji,gpt-4o,1,1,1,1,0,1,1,1
d47bji_1824,d47bji,gpt-oss,1,1,1,1,0,1,1,1
d47bji_1825,d47bji,llama,1,1,1,1,0,1,1,1
d56opw_1829,d56opw,claude,1,1,1,1,0,1,1,1
d56opw_1830,d56opw,gpt-4o,1,1,1,1,0,1,1,1
d56opw_1831,d56opw,gpt-oss,1,1,1,1,0,1,0,1
d56opw_1832,d56opw,llama,1,1,1,1,0,1,1,1
d67nwf_1836,d67nwf,claude,1,1,1,1,0,1,1,1
d67nwf_1837,d67nwf,gpt-4o,1,1,1,1,0,1,1,1
d67nwf_1838,d67nwf,gpt-oss,1,1,1,1,0,1,1,1
d67nwf_1839,d67nwf,llama,1,1,1,1,0,1,1,1
d6l9yw_1842,d6l9yw,claude,1,1,1,1,0,1,1,1
d6l9yw_1843,d6l9yw,gpt-4o,1,1,1,1,0,1,1,1
d6l9yw_1844,d6l9yw,gpt-oss,1,1,1,1,0,1,1,1
d6l9yw_1845,d6l9yw,llama,1,1,1,1,0,1,1,1
d7fbot_1848,d7fbot,claude,1,1,1,1,0,0,1,1
d7fbot_1849,d7fbot,gpt-4o,1,1,1,1,0,1,1,1
d7fbot_1850,d7fbot,gpt-oss,1,1,1,1,0,1,0,1
d7fbot_1851,d7fbot,llama,1,1,1,1,0,1,1,1
d85862_1855,d85862,claude,1,1,1,1,0,1,0,1
d85862_1856,d85862,gpt-4o,1,1,1,1,0,1,1,1
d85862_1857,d85862,gpt-oss,1,1,1,1,0,1,0,1
d85862_1858,d85862,llama,1,1,1,1,0,1,1,1
d8gc1f_1862,d8gc1f,claude,1,1,1,1,0,1,1,1
d8gc1f_1863,d8gc1f,gpt-4o,1,1,1,1,0,1,1,1
d8gc1f_1864,d8gc1f,gpt-oss,1,1,1,1,0,1,1,1
d8gc1f_1865,d8gc1f,llama,1,1,1,1,0,1,1,1
d9el7p_1868,d9el7p,claude,1,1,1,1,0,1,1,1
d9el7p_1869,d9el7p,gpt-4o,1,1,1,1,0,1,1,1
d9el7p_1870,d9el7p,gpt-oss,1,1,1,1,0,1,1,1
d9el7p_1871,d9el7p,llama,1,1,1,1,0,1,1,0
d9qsam_1875,d9qsam,claude,1,1,1,1,0,1,1,1
d9qsam_1876,d9qsam,gpt-4o,1,1,1,1,0,0,1,1
d9qsam_1877,d9qsam,gpt-oss,1,1,1,1,0,1,1,1
d9qsam_1878,d9qsam,llama,1,1,1,1,0,1,1,1
da4bsr_1881,da4bsr,claude,1,1,1,1,0,1,0,1
da4bsr_1882,da4bsr,gpt-4o,1,1,1,1,0,1,1,1
da4bsr_1883,da4bsr,gpt-oss,1,1,1,1,0,1,0,1
da4bsr_1884,da4bsr,llama,1,1,1,1,0,1,1,1
dak4mw_1888,dak4mw,claude,1,1,1,1,0,0,1,1
dak4mw_1889,dak4mw,gpt-4o,1,1,1,1,0,1,1,1
dak4mw_1890,dak4mw,gpt-oss,1,1,1,1,0,1,1,1
dak4mw_1891,dak4mw,llama,1,1,1,1,0,1,1,1
dd05pe_1895,dd05pe,claude,1,1,1,1,0,1,1,1
dd05pe_1896,dd05pe,gpt-4o,1,1,1,1,0,1,1,1
dd05pe_1897,dd05pe,gpt-oss,1,1,1,1,0,1,1,1
dd05pe_1898,dd05pe,llama,1,1,1,1,0,1,1,1
dduir3_1902,dduir3,claude,1,1,1,1,0,1,1,1
dduir3_1903,dduir3,gpt-4o,1,1,1,1,0,1,1,1
dduir3_1904,dduir3,gpt-oss,1,1,1,1,0,1,1,1
dduir3_1905,dduir3,llama,1,1,1,1,0,1,1,1
de4c2i_1909,de4c2i,claude,1,1,1,1,0,0,1,1
de4c2i_1910,de4c2i,gpt-4o,1,1,1,1,0,1,1,1
de4c2i_1911,de4c2i,gpt-oss,1,1,1,1,0,1,1,1
de4c2i_1912,de4c2i,llama,1,1,1,1,0,1,1,1
dek2lo_1916,dek2lo,claude,0,0,0,0,0,0,0,0
dek2lo_1917,dek2lo,gpt-4o,0,0,0,0,0,0,0,0
dek2lo_1918,dek2lo,gpt-oss,0,0,0,0,0,0,0,0
dek2lo_1919,dek2lo,llama,0,0,0,0,0,0,0,0
dezpdn_1923,dezpdn,claude,1,1,1,1,0,1,0,1
dezpdn_1924,dezpdn,gpt-4o,1,1,1,1,0,1,0,1
dezpdn_1925,dezpdn,gpt-oss,1,1,1,1,0,1,1,1
dezpdn_1926,dezpdn,llama,1,1,1,1,0,1,0,1
dfedqj_1929,dfedqj,claude,1,1,1,1,0,1,1,1
dfedqj_1930,dfedqj,gpt-4o,1,1,1,1,0,1,1,1
dfedqj_1931,dfedqj,gpt-oss,1,1,1,1,0,1,1,1
dfedqj_1932,dfedqj,llama,1,1,1,1,0,1,1,1
dfwlic_1935,dfwlic,claude,1,1,1,1,0,1,1,1
dfwlic_1936,dfwlic,gpt-4o,1,1,1,1,0,1,1,1
dfwlic_1937,dfwlic,gpt-oss,1,1,1,1,0,1,1,1
dfwlic_1938,dfwlic,llama,1,1,1,1,0,1,1,1
dgedyv_1942,dgedyv,claude,1,1,1,1,0,1,0,1
dgedyv_1943,dgedyv,gpt-4o,1,1,1,1,0,1,1,1
dgedyv_1944,dgedyv,gpt-oss,1,1,1,1,0,1,0,1
dgedyv_1945,dgedyv,llama,1,1,1,1,0,1,1,1
dgz0z7_1948,dgz0z7,claude,1,1,1,1,0,0,0,1
dgz0z7_1949,dgz0z7,gpt-4o,1,1,1,1,0,1,1,1
dgz0z7_1950,dgz0z7,gpt-oss,1,1,1,1,0,1,0,1
dgz0z7_1951,dgz0z7,llama,1,1,1,1,0,1,1,1
dh91w5_1954,dh91w5,claude,1,1,1,1,0,1,1,1
dh91w5_1955,dh91w5,gpt-4o,1,1,1,1,0,1,1,1
dh91w5_1956,dh91w5,gpt-oss,1,1,1,1,0,1,1,1
dh91w5_1957,dh91w5,llama,1,1,1,1,0,1,1,1
dhjdml_1961,dhjdml,claude,1,1,1,1,0,1,1,1
dhjdml_1962,dhjdml,gpt-4o,1,1,1,1,0,1,1,1
dhjdml_1963,dhjdml,gpt-oss,1,1,1,1,0,1,1,1
dhjdml_1964,dhjdml,llama,1,1,1,1,0,1,1,1
djmzx4_1968,djmzx4,claude,1,1,1,1,0,1,1,1
djmzx4_1969,djmzx4,gpt-4o,1,1,1,1,0,1,1,1
djmzx4_1970,djmzx4,gpt-oss,1,1,1,1,0,1,1,1
djmzx4_1971,djmzx4,llama,1,1,1,1,0,1,1,1
dk2os9_1974,dk2os9,claude,1,1,1,1,0,1,0,1
dk2os9_1975,dk2os9,gpt-4o,1,1,1,1,0,1,1,1
dk2os9_1976,dk2os9,gpt-oss,1,1,1,1,0,1,1,1
dk2os9_1977,dk2os9,llama,1,1,1,1,0,1,1,1
dlxd9q_1980,dlxd9q,claude,1,1,1,1,0,0,1,1
dlxd9q_1981,dlxd9q,gpt-4o,1,1,1,1,0,0,1,1
dlxd9q_1982,dlxd9q,gpt-oss,1,1,1,1,0,1,1,1
dlxd9q_1983,dlxd9q,llama,1,1,1,1,0,0,1,1
dm63gs_1987,dm63gs,claude,1,1,1,1,0,1,1,0
dm63gs_1988,dm63gs,gpt-4o,1,1,1,1,0,1,1,1
dm63gs_1989,dm63gs,gpt-oss,1,1,1,1,0,1,1,1
dm63gs_1990,dm63gs,llama,1,1,1,1,0,1,1,1
dnvs1c_1994,dnvs1c,claude,1,1,1,1,0,1,0,1
dnvs1c_1995,dnvs1c,gpt-4o,1,1,1,1,0,1,1,1
dnvs1c_1996,dnvs1c,gpt-oss,1,1,1,1,0,1,0,1
dnvs1c_1997,dnvs1c,llama,1,1,1,1,0,1,1,1
donvsd_2001,donvsd,claude,1,1,1,1,0,1,1,1
donvsd_2002,donvsd,gpt-4o,1,1,1,1,0,1,1,1
donvsd_2003,donvsd,gpt-oss,1,1,1,1,0,1,1,1
donvsd_2004,donvsd,llama,1,1,1,1,0,1,1,1
doz3zc_2008,doz3zc,claude,1,1,1,1,0,1,1,1
doz3zc_2009,doz3zc,gpt-4o,1,1,1,1,0,1,1,1
doz3zc_2010,doz3zc,gpt-oss,1,1,1,1,0,1,1,1
doz3zc_2011,doz3zc,llama,1,1,1,1,0,1,1,1
dp785v_2015,dp785v,claude,1,1,1,1,0,1,1,1
dp785v_2016,dp785v,gpt-4o,1,1,1,1,0,1,1,1
dp785v_2017,dp785v,gpt-oss,1,1,1,1,0,1,1,1
dp785v_2018,dp785v,llama,1,1,1,1,0,1,1,1
dqyq8b_2021,dqyq8b,claude,1,1,1,1,0,1,1,1
dqyq8b_2022,dqyq8b,gpt-4o,1,1,1,1,0,1,1,1
dqyq8b_2023,dqyq8b,gpt-oss,1,1,1,1,0,1,1,1
dqyq8b_2024,dqyq8b,llama,1,1,1,1,0,1,1,1
dsbb97_2027,dsbb97,claude,1,1,1,1,0,1,0,1
dsbb97_2028,dsbb97,gpt-4o,1,1,1,1,0,1,1,1
dsbb97_2029,dsbb97,gpt-oss,1,1,1,1,0,1,0,1
dsbb97_2030,dsbb97,llama,1,1,1,1,0,1,1,1
dtd0fi_2034,dtd0fi,claude,1,1,1,1,0,1,1,1
dtd0fi_2035,dtd0fi,gpt-4o,1,1,1,1,0,1,1,1
dtd0fi_2036,dtd0fi,gpt-oss,1,1,1,1,0,1,0,1
dtd0fi_2037,dtd0fi,llama,1,1,1,1,0,1,1,1
dtygyl_2041,dtygyl,claude,1,1,1,1,0,1,1,1
dtygyl_2042,dtygyl,gpt-4o,1,1,1,1,0,1,1,1
dtygyl_2043,dtygyl,gpt-oss,1,1,1,1,0,1,1,1
dtygyl_2044,dtygyl,llama,1,1,1,1,0,1,1,1
dubotu_2048,dubotu,claude,1,1,1,1,0,1,1,1
dubotu_2049,dubotu,gpt-4o,1,1,1,1,0,1,1,1
dubotu_2050,dubotu,gpt-oss,1,1,1,1,0,1,1,1
dubotu_2051,dubotu,llama,1,1,1,1,0,1,1,1
dv3h9d_2055,dv3h9d,claude,1,1,1,1,0,1,1,1
dv3h9d_2056,dv3h9d,gpt-4o,1,1,1,1,0,1,1,1
dv3h9d_2057,dv3h9d,gpt-oss,1,1,1,1,0,1,1,1
dv3h9d_2058,dv3h9d,llama,1,1,1,1,0,1,1,1
dwj1xu_2062,dwj1xu,claude,1,1,1,1,0,1,1,1
dwj1xu_2063,dwj1xu,gpt-4o,1,1,1,1,0,1,1,1
dwj1xu_2064,dwj1xu,gpt-oss,1,1,1,1,0,1,1,1
dwj1xu_2065,dwj1xu,llama,1,1,1,1,0,0,1,1
dx3wji_2069,dx3wji,claude,1,1,1,1,0,1,1,1
dx3wji_2070,dx3wji,gpt-4o,1,1,1,1,0,1,1,1
dx3wji_2071,dx3wji,gpt-oss,1,1,1,1,0,1,0,1
dx3wji_2072,dx3wji,llama,1,1,1,1,0,1,1,1
dyfwbm_2076,dyfwbm,claude,1,1,1,1,0,0,0,1
dyfwbm_2077,dyfwbm,gpt-4o,1,1,1,1,0,0,1,1
dyfwbm_2078,dyfwbm,gpt-oss,1,1,1,1,0,1,1,1
dyfwbm_2079,dyfwbm,llama,1,1,1,1,0,1,1,1
dzt179_2083,dzt179,claude,1,1,1,1,0,1,1,1
dzt179_2084,dzt179,gpt-4o,1,1,1,1,0,1,1,1
dzt179_2085,dzt179,gpt-oss,1,1,1,1,0,1,1,1
dzt179_2086,dzt179,llama,1,1,1,1,0,1,1,1
e0fhsz_2090,e0fhsz,claude,1,1,1,1,0,1,1,1
e0fhsz_2091,e0fhsz,gpt-4o,1,1,1,1,0,1,1,1
e0fhsz_2092,e0fhsz,gpt-oss,1,1,1,1,0,1,1,1
